piece_index,canonical_composer,canonical_title,year,split,midi_filename,total_length_sec,section_index,start_sec,end_sec,num_onsets,onsets_per_sec,median_note_length_sec,median_ioi_sec,speed_category,speed_category_num
1,Alban Berg,Sonata Op. 1,2008,train,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--2.midi,764.7174479166666,2,420.0,480.0,195,3.25,0.2389322916666287,0.2285156249999715,medium,1
1,Alban Berg,Sonata Op. 1,2008,train,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--2.midi,764.7174479166666,3,480.0,600.0,331,2.7583333333333333,0.3781155589124342,0.3143665816969562,slow,0
1,Alban Berg,Sonata Op. 1,2008,train,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--2.midi,764.7174479166666,4,600.0,660.0,194,3.2333333333333334,0.2220052083333712,0.2578125000001137,medium,1
1,Alban Berg,Sonata Op. 1,2008,train,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--2.midi,764.7174479166666,5,660.0,764.7174479166666,134,1.279633935565697,0.7388837064679252,0.6355186955846389,slow,0
2,Alban Berg,Sonata Op. 1,2017,train,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,465.85833333333335,1,0.0,120.0,403,3.3583333333333334,0.2608702956989325,0.2499999999999899,medium,1
2,Alban Berg,Sonata Op. 1,2017,train,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,465.85833333333335,2,120.0,180.0,170,2.833333333333333,0.3427083333333485,0.291666666666714,slow,0
2,Alban Berg,Sonata Op. 1,2017,train,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,465.85833333333335,3,180.0,420.0,892,3.716666666666667,0.2146277092675487,0.2266349028400424,medium,1
2,Alban Berg,Sonata Op. 1,2017,train,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,465.85833333333335,4,420.0,465.85833333333335,59,1.2865709612938392,0.6479166666665606,0.5822916666665776,slow,0
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,1,0.0,120.0,293,2.441666666666667,0.4175821245733713,0.298878341865756,slow,0
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,2,120.0,180.0,246,4.1,0.0833333333333428,0.1458333333333143,fast,2
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,3,180.0,300.0,151,1.2583333333333333,0.6182050220750558,0.5669357064018447,slow,0
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,4,300.0,360.0,249,4.15,0.1874999999999715,0.262500000000017,medium,1
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,5,360.0,420.0,128,2.1333333333333333,0.2531249999999545,0.3374999999999772,slow,0
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,6,420.0,540.0,668,5.566666666666666,0.0998955214571091,0.1512287924151859,very_fast,3
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,7,540.0,600.0,227,3.783333333333333,0.111458333333303,0.1953125,medium,1
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,8,600.0,780.0,349,1.9388888888888889,0.4189977316141257,0.3573871776504655,slow,0
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,9,780.0,840.0,248,4.133333333333334,0.1000000000000795,0.1458333333333712,fast,2
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",2004,train,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,872.7854166666666,10,840.0,872.7854166666666,169,5.1547308889877455,0.0651041666667424,0.1567708333332689,fast,2
4,Alexander Scriabin,"3 Etudes, Op. 65",2006,validation,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,399.58203125,1,0.0,60.0,263,4.383333333333334,0.0598958333333335,0.1627604166666643,fast,2
4,Alexander Scriabin,"3 Etudes, Op. 65",2006,validation,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,399.58203125,2,60.0,120.0,276,4.6,0.0481770833333428,0.1640625000000142,fast,2
4,Alexander Scriabin,"3 Etudes, Op. 65",2006,validation,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,399.58203125,3,120.0,180.0,211,3.5166666666666666,0.0703125,0.1764322916666785,medium,1
4,Alexander Scriabin,"3 Etudes, Op. 65",2006,validation,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,399.58203125,4,180.0,300.0,274,2.283333333333333,0.1100996996654671,0.220054459397808,slow,0
4,Alexander Scriabin,"3 Etudes, Op. 65",2006,validation,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,399.58203125,5,300.0,399.58203125,523,5.25195151610246,0.0486999083811307,0.1463362412364184,fast,2
5,Alexander Scriabin,"5 Preludes, Op.15",2009,validation,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,400.546875,1,0.0,120.0,376,3.1333333333333333,0.4500498670212817,0.2297380596187938,slow,0
5,Alexander Scriabin,"5 Preludes, Op.15",2009,validation,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,400.546875,2,120.0,240.0,625,5.208333333333333,0.1007552083333428,0.1516666666666691,fast,2
5,Alexander Scriabin,"5 Preludes, Op.15",2009,validation,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,400.546875,3,240.0,400.546875,366,2.27970802919708,0.4778859289617603,0.3736836862477246,slow,0
6,Alexander Scriabin,"Entragete, Op.63",2009,test,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,163.97786458333331,1,0.0,60.0,127,2.1166666666666667,0.0846354166666643,0.2571614583333339,slow,0
6,Alexander Scriabin,"Entragete, Op.63",2009,test,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,163.97786458333331,2,60.0,120.0,172,2.8666666666666667,0.0716145833333214,0.1666666666666714,medium,1
6,Alexander Scriabin,"Entragete, Op.63",2009,test,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,163.97786458333331,3,120.0,163.97786458333331,94,2.137438934122873,0.0735677083333286,0.171875,slow,0
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",2013,train,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,564.9010416666666,1,0.0,180.0,655,3.638888888888889,0.145300572519081,0.2447787452290032,medium,1
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",2013,train,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,564.9010416666666,2,180.0,420.0,653,2.720833333333333,0.303477140760609,0.2763407669729606,slow,0
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",2013,train,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,564.9010416666666,3,420.0,564.9010416666666,618,4.264979691599872,0.0922182611919943,0.2143475677589227,fast,2
8,Alexander Scriabin,"Etude Op. 42, Nos. 4 & 5",2009,test,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,141.20052083333331,1,0.0,120.0,441,3.675,0.2546665367535899,0.2551581396447474,medium,1
8,Alexander Scriabin,"Etude Op. 42, Nos. 4 & 5",2009,test,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,141.20052083333331,2,120.0,141.20052083333331,44,2.07542070998649,0.1907552083333215,0.31640625,slow,0
9,Alexander Scriabin,"Etude Op. 8, No. 13",2009,validation,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,168.24739583333331,1,0.0,60.0,379,6.316666666666666,0.05859375,0.1432291666666678,very_fast,3
9,Alexander Scriabin,"Etude Op. 8, No. 13",2009,validation,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,168.24739583333331,2,60.0,120.0,399,6.65,0.0690104166666785,0.1393229166666714,very_fast,3
9,Alexander Scriabin,"Etude Op. 8, No. 13",2009,validation,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,168.24739583333331,3,120.0,168.24739583333331,295,6.114319641604148,0.0638020833333428,0.1276041666666856,very_fast,3
10,Alexander Scriabin,"Etude in D-flat Major, Op. 8 No. 10",2011,train,2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_09_Track09_wav.midi,102.53255208333331,1,0.0,102.53255208333331,713,6.953889135818147,0.0641107117812061,0.1312017882187998,very_fast,3
11,Alexander Scriabin,Etudes from Op.8,2006,train,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,552.5091145833333,1,0.0,240.0,1368,5.7,0.0729652092470763,0.14672090110259,very_fast,3
11,Alexander Scriabin,Etudes from Op.8,2006,train,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,552.5091145833333,2,240.0,300.0,180,3.0,0.1061197916666571,0.1627604166667424,medium,1
11,Alexander Scriabin,Etudes from Op.8,2006,train,2006/MIDI-Unprocessed_19_R1_2006_01-07_ORIG_MID--AUDIO_19_R1_2006_04_Track04_wav.midi,552.5091145833333,3,300.0,552.5091145833333,509,2.0157688202261683,0.3559573510150329,0.4362311722331353,slow,0
12,Alexander Scriabin,Fantasy Op. 28 in B Minor,2013,train,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,512.2434895833333,1,0.0,60.0,136,2.2666666666666666,0.2252604166666696,0.2916666666666572,slow,0
12,Alexander Scriabin,Fantasy Op. 28 in B Minor,2013,train,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,512.2434895833333,2,60.0,120.0,255,4.25,0.1171875,0.1868489583333357,fast,2
12,Alexander Scriabin,Fantasy Op. 28 in B Minor,2013,train,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,512.2434895833333,3,120.0,180.0,301,5.016666666666667,0.0742187499999715,0.1588541666666714,fast,2
12,Alexander Scriabin,Fantasy Op. 28 in B Minor,2013,train,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,512.2434895833333,4,180.0,240.0,269,4.483333333333333,0.0813802083333286,0.1783854166666856,fast,2
12,Alexander Scriabin,Fantasy Op. 28 in B Minor,2013,train,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,512.2434895833333,5,240.0,480.0,1349,5.620833333333334,0.0948754478626237,0.1453791967815621,very_fast,3
12,Alexander Scriabin,Fantasy Op. 28 in B Minor,2013,train,2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,512.2434895833333,6,480.0,512.2434895833333,92,2.8532891814400583,0.0917968750000284,0.2330729166666856,medium,1
13,Alexander Scriabin,"Fantasy in B Minor, Op. 28",2011,train,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,477.79296875,1,0.0,60.0,148,2.466666666666667,0.224609375,0.2773437499999929,slow,0
13,Alexander Scriabin,"Fantasy in B Minor, Op. 28",2011,train,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,477.79296875,2,60.0,120.0,229,3.816666666666667,0.15625,0.2135416666666643,medium,1
13,Alexander Scriabin,"Fantasy in B Minor, Op. 28",2011,train,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,477.79296875,3,120.0,300.0,964,5.355555555555555,0.0749575877420502,0.1576290737378934,fast,2
13,Alexander Scriabin,"Fantasy in B Minor, Op. 28",2011,train,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,477.79296875,4,300.0,360.0,265,4.416666666666667,0.0755208333333143,0.1614583333333143,fast,2
13,Alexander Scriabin,"Fantasy in B Minor, Op. 28",2011,train,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,477.79296875,5,360.0,420.0,317,5.283333333333333,0.1197916666666856,0.1640624999999715,fast,2
13,Alexander Scriabin,"Fantasy in B Minor, Op. 28",2011,train,2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,477.79296875,6,420.0,477.79296875,203,3.512538019601217,0.08203125,0.1699218749999715,medium,1
14,Alexander Scriabin,"Fantasy, Op. 28",2014,train,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,486.8776041666666,1,0.0,60.0,154,2.566666666666667,0.3040364583333392,0.2825520833333357,slow,0
14,Alexander Scriabin,"Fantasy, Op. 28",2014,train,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,486.8776041666666,2,60.0,180.0,492,4.1,0.1097560975609742,0.1953230860433558,medium,1
14,Alexander Scriabin,"Fantasy, Op. 28",2014,train,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,486.8776041666666,3,180.0,300.0,646,5.383333333333334,0.07468838686788,0.1629740712074368,very_fast,3
14,Alexander Scriabin,"Fantasy, Op. 28",2014,train,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,486.8776041666666,4,300.0,360.0,217,3.6166666666666663,0.0716145833332575,0.1861979166666572,medium,1
14,Alexander Scriabin,"Fantasy, Op. 28",2014,train,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,486.8776041666666,5,360.0,420.0,342,5.7,0.0872395833333712,0.15234375,very_fast,3
14,Alexander Scriabin,"Fantasy, Op. 28",2014,train,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,486.8776041666666,6,420.0,480.0,267,4.45,0.06640625,0.162109375,fast,2
14,Alexander Scriabin,"Fantasy, Op. 28",2014,train,2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,486.8776041666666,7,480.0,486.8776041666666,2,0.2907989397955336,6.513020833333314,0.27734375,slow,0
15,Alexander Scriabin,"Fragilite, Op.51",2009,validation,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,142.83723958333331,1,0.0,120.0,517,4.308333333333334,0.111296643294645,0.2008495023372078,fast,2
15,Alexander Scriabin,"Fragilite, Op.51",2009,validation,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,142.83723958333331,2,120.0,142.83723958333331,29,1.269855750042763,0.2239583333333357,0.3815104166666572,slow,0
16,Alexander Scriabin,"Prelude and Nocturne for Left Hand, Op. 9",2008,train,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,471.1184895833333,1,0.0,240.0,485,2.020833333333333,0.2565641108247463,0.3872355562714706,slow,0
16,Alexander Scriabin,"Prelude and Nocturne for Left Hand, Op. 9",2008,train,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,471.1184895833333,2,240.0,360.0,400,3.333333333333333,0.0753124999999818,0.2469791666666469,medium,1
16,Alexander Scriabin,"Prelude and Nocturne for Left Hand, Op. 9",2008,train,2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,471.1184895833333,3,360.0,471.1184895833333,291,2.618826093579724,0.0854408290378325,0.2322070983676992,slow,0
17,Alexander Scriabin,Sonata No. 2,2006,train,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,613.7955729166666,1,0.0,60.0,140,2.333333333333333,0.2070312500000071,0.2864583333333357,slow,0
17,Alexander Scriabin,Sonata No. 2,2006,train,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,613.7955729166666,2,60.0,120.0,197,3.283333333333333,0.3125,0.2441406249999858,medium,1
17,Alexander Scriabin,Sonata No. 2,2006,train,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,613.7955729166666,3,120.0,180.0,279,4.65,0.1458333333333712,0.1705729166666643,fast,2
17,Alexander Scriabin,Sonata No. 2,2006,train,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,613.7955729166666,4,180.0,300.0,463,3.858333333333333,0.1384623605111714,0.2264387598992125,medium,1
17,Alexander Scriabin,Sonata No. 2,2006,train,2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,613.7955729166666,5,300.0,613.7955729166666,1809,5.764899686715493,0.0865910608992073,0.1502927348212298,very_fast,3
18,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,703.75390625,1,0.0,120.0,284,2.3666666666666667,0.3162824603873151,0.3316942671654949,slow,0
18,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,703.75390625,2,120.0,360.0,943,3.9291666666666663,0.1412408315659316,0.1999257135913832,medium,1
18,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,703.75390625,3,360.0,420.0,284,4.733333333333333,0.1223958333333143,0.1822916666666856,fast,2
18,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,703.75390625,4,420.0,480.0,195,3.25,0.0729166666666856,0.1621093749999715,medium,1
18,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,703.75390625,5,480.0,540.0,400,6.666666666666667,0.0794270833333712,0.1419270833333712,very_fast,3
18,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,703.75390625,6,540.0,703.75390625,986,6.021230409579924,0.0878708164300491,0.1461053710276757,very_fast,3
19,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,685.5520833333333,1,0.0,120.0,305,2.5416666666666665,0.3350751366120183,0.2822297643442593,slow,0
19,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,685.5520833333333,2,120.0,180.0,283,4.716666666666667,0.1341145833333428,0.1588541666666572,fast,2
19,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,685.5520833333333,3,180.0,360.0,703,3.905555555555555,0.1728066471076278,0.2175164473684188,medium,1
19,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19",2018,train,2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,685.5520833333333,4,360.0,685.5520833333333,1872,5.750231977730139,0.101493639823711,0.148510533520286,very_fast,3
20,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19 (Complete)",2017,train,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,662.0447916666667,1,0.0,120.0,301,2.5083333333333333,0.3790801495016372,0.3004602713178272,slow,0
20,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19 (Complete)",2017,train,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,662.0447916666667,2,120.0,180.0,284,4.733333333333333,0.1416666666666799,0.1687499999999886,fast,2
20,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19 (Complete)",2017,train,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,662.0447916666667,3,180.0,360.0,690,3.8333333333333335,0.1694270833333316,0.2148626207729398,medium,1
20,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19 (Complete)",2017,train,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,662.0447916666667,4,360.0,660.0,1769,5.8966666666666665,0.0953428255134587,0.1461595534200095,very_fast,3
20,Alexander Scriabin,"Sonata No. 2 in G-sharp Minor, Op. 19 (Complete)",2017,train,2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,662.0447916666667,5,660.0,662.0447916666667,0,0.0,,,slow,0
21,Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",2018,train,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,1120.8372395833333,1,0.0,60.0,180,3.0,0.05859375,0.26171875,medium,1
21,Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",2018,train,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,1120.8372395833333,2,60.0,120.0,166,2.7666666666666666,0.150390625,0.2955729166666572,slow,0
21,Alexander Scriabin,"Sonata No. 3 in F-sharp Minor, Op. 23",2018,train,2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,1120.8372395833333,3,120.0,240.0,387,3.225,0.1059582929586584,0.2551645940999161,medium,1
