piece_index,composer,title,split,year,midi_filename,start_sec,end_sec,duration_sec,is_split_out,median_ioi_sec,median_note_length_sec,overall_median_ioi_sec,overall_median_note_length_sec
1,Alban Berg,Sonata Op. 1,train,2008,2008/MIDI-Unprocessed_03_R2_2008_01-03_ORIG_MID--AUDIO_03_R2_2008_wav--2.midi,660.0,720.0,60.0,True,0.5761718750000568,0.7096354166669698,0.3203124999999716,0.35286458333333126
2,Alban Berg,Sonata Op. 1,train,2017,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,0.0,120.0,120.0,False,,,,
2,Alban Berg,Sonata Op. 1,train,2017,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,300.0,465.85833333333335,165.85833333333335,False,,,,
2,Alban Berg,Sonata Op. 1,train,2017,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,120.0,180.0,60.0,True,0.29166666666671404,0.3427083333333485,0.24895833333334494,0.23802083333333712
2,Alban Berg,Sonata Op. 1,train,2017,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,180.0,240.0,60.0,True,0.17812500000007958,0.14375000000001137,0.24895833333334494,0.23802083333333712
2,Alban Berg,Sonata Op. 1,train,2017,2017/MIDI-Unprocessed_066_PIANO066_MID--AUDIO-split_07-07-17_Piano-e_3-02_wav--3.midi,240.0,300.0,60.0,True,0.2479166666665833,0.31874999999993747,0.24895833333334494,0.23802083333333712
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,480.0,600.0,120.0,False,,,,
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,780.0,872.7854166666666,92.7854166666666,False,,,,
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,0.0,60.0,60.0,True,0.3802083333333357,0.5354166666666682,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,60.0,120.0,60.0,True,0.22239583333333002,0.3067708333333172,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,120.0,180.0,60.0,True,0.14583333333331439,0.08333333333334281,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,180.0,240.0,60.0,True,0.5510416666667055,0.6093750000000568,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,240.0,300.0,60.0,True,0.5885416666667993,0.6302083333332575,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,300.0,360.0,60.0,True,0.26250000000001705,0.18749999999997158,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,360.0,420.0,60.0,True,0.33749999999997726,0.2531249999999545,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,420.0,480.0,60.0,True,0.1479166666667311,0.05104166666666288,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,600.0,660.0,60.0,True,0.35104166666678793,0.38437499999997726,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,660.0,720.0,60.0,True,0.33437500000002274,0.34895833333337123,0.19375000000002274,0.12708333333330302
3,Alexander Scriabin,"24 Preludes Op. 11, No. 13-24",train,2004,2004/MIDI-Unprocessed_XP_21_R1_2004_01_ORIG_MID--AUDIO_21_R1_2004_01_Track01_wav.midi,720.0,780.0,60.0,True,0.3916666666666515,0.535416666666606,0.19375000000002274,0.12708333333330302
4,Alexander Scriabin,"3 Etudes, Op. 65",validation,2006,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,0.0,120.0,120.0,False,,,,
4,Alexander Scriabin,"3 Etudes, Op. 65",validation,2006,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,300.0,399.58203125,99.58203125,False,,,,
4,Alexander Scriabin,"3 Etudes, Op. 65",validation,2006,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,120.0,180.0,60.0,True,0.1764322916666785,0.0703125,0.1640624999999929,0.053385416666685614
4,Alexander Scriabin,"3 Etudes, Op. 65",validation,2006,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,180.0,240.0,60.0,True,0.2259114583333286,0.10286458333334281,0.1640624999999929,0.053385416666685614
4,Alexander Scriabin,"3 Etudes, Op. 65",validation,2006,2006/MIDI-Unprocessed_17_R1_2006_01-06_ORIG_MID--AUDIO_17_R1_2006_04_Track04_wav.midi,240.0,300.0,60.0,True,0.21484375,0.11653645833335702,0.1640624999999929,0.053385416666685614
5,Alexander Scriabin,"5 Preludes, Op.15",validation,2009,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,0.0,60.0,60.0,True,0.23893229166666785,0.4843749999999982,0.19791666666666252,0.2018229166666785
5,Alexander Scriabin,"5 Preludes, Op.15",validation,2009,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,60.0,120.0,60.0,True,0.2194010416666643,0.41145833333334636,0.19791666666666252,0.2018229166666785
5,Alexander Scriabin,"5 Preludes, Op.15",validation,2009,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,120.0,180.0,60.0,True,0.1510416666666714,0.09700520833334281,0.19791666666666252,0.2018229166666785
5,Alexander Scriabin,"5 Preludes, Op.15",validation,2009,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,180.0,240.0,60.0,True,0.15234375,0.10481770833334281,0.19791666666666252,0.2018229166666785
5,Alexander Scriabin,"5 Preludes, Op.15",validation,2009,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,240.0,300.0,60.0,True,0.42578125,0.4095052083333428,0.19791666666666252,0.2018229166666785
5,Alexander Scriabin,"5 Preludes, Op.15",validation,2009,2009/MIDI-Unprocessed_07_R1_2009_04-05_ORIG_MID--AUDIO_07_R1_2009_07_R1_2009_04_WAV.midi,300.0,360.0,60.0,True,0.3424479166666856,0.49934895833337123,0.19791666666666252,0.2018229166666785
6,Alexander Scriabin,"Entragete, Op.63",test,2009,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,60.0,163.97786458333331,103.97786458333331,False,,,,
6,Alexander Scriabin,"Entragete, Op.63",test,2009,2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_07_WAV.midi,0.0,60.0,60.0,True,0.2571614583333339,0.0846354166666643,0.1835937500000071,0.07421875
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,0.0,180.0,180.0,False,,,,
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,360.0,420.0,60.0,False,,,,
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,180.0,240.0,60.0,True,0.3072916666666714,0.32942708333337123,0.2447916666666572,0.1399739583333357
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,240.0,300.0,60.0,True,0.2877604166666856,0.3645833333333428,0.2447916666666572,0.1399739583333357
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,300.0,360.0,60.0,True,0.2994791666666856,0.3268229166666572,0.2447916666666572,0.1399739583333357
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,420.0,480.0,60.0,True,0.20703125,0.09635416666668561,0.2447916666666572,0.1399739583333357
7,Alexander Scriabin,"Etude Op. 2 No.1;  Etudes Op. 8, Nos. 5, 11 and 12",train,2013,2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_19_R2_2013_wav--3.midi,480.0,540.0,60.0,True,0.22135416666674246,0.08723958333325754,0.2447916666666572,0.1399739583333357
8,Alexander Scriabin,"Etude Op. 42, Nos. 4 & 5",test,2009,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_04_WAV.midi,0.0,141.20052083333331,141.20052083333331,False,0.2604166666666572,0.2513020833333286,0.2604166666666572,0.2513020833333286
9,Alexander Scriabin,"Etude Op. 8, No. 13",validation,2009,2009/MIDI-Unprocessed_02_R1_2009_03-06_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_05_WAV.midi,0.0,168.24739583333331,168.24739583333331,False,0.13671875,0.06380208333332948,0.13671875,0.06380208333332948
