song_id,n_ioi_original,n_ioi_filtered,p50_ioi,p80_ioi,p90_ioi,tempo_bpm,tempo_label,skipped,skip_reason
2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--3.midi,2994,2359,0.145,0.245,0.335,179.1,moderate,False,
2011/MIDI-Unprocessed_09_R1_2011_MID--AUDIO_R1-D3_15_Track15_wav.midi,2721,2078,0.155,0.245,0.365,164.38,moderate,False,
2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--5.midi,2683,2114,0.155,0.265,0.365,164.38,moderate,False,
2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_06_WAV.midi,633,544,0.205,0.305,0.382,157.07,moderate,False,
2008/MIDI-Unprocessed_01_R1_2008_01-04_ORIG_MID--AUDIO_01_R1_2008_wav--3.midi,1299,1200,0.285,0.507,0.735,81.63,slow,False,
2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_02_Track02_wav.midi,3644,3056,0.125,0.235,0.325,184.62,moderate,False,
2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--4.midi,3980,3195,0.135,0.235,0.345,173.91,moderate,False,
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--2.midi,4007,3443,0.125,0.235,0.325,184.62,moderate,False,
2017/MIDI-Unprocessed_079_PIANO079_MID--AUDIO-split_07-09-17_Piano-e_1-04_wav--4.midi,3911,3196,0.135,0.225,0.315,190.48,moderate,False,
2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--2.midi,4647,4055,0.205,0.345,0.465,129.03,slow,False,
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_11_R1_2018_wav--2.midi,4716,4142,0.205,0.375,0.495,121.21,slow,False,
2018/MIDI-Unprocessed_Chamber6_MID--AUDIO_20_R3_2018_wav--2.midi,4887,3979,0.195,0.345,0.465,129.03,slow,False,
2013/ORIG-MIDI_01_7_6_13_Group__MID--AUDIO_03_R1_2013_wav--4.midi,2470,2057,0.135,0.235,0.305,196.72,moderate,False,
2004/MIDI-Unprocessed_SMF_07_R1_2004_01_ORIG_MID--AUDIO_07_R1_2004_12_Track12_wav.midi,3294,2674,0.165,0.295,0.425,141.18,slow,False,
2018/MIDI-Unprocessed_Recital12_MID--AUDIO_12_R1_2018_wav--2.midi,3360,2752,0.165,0.305,0.435,137.93,slow,False,
2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_04_WAV.midi,3426,2719,0.165,0.325,0.445,134.83,slow,False,
2009/MIDI-Unprocessed_19_R1_2009_03-04_ORIG_MID--AUDIO_19_R1_2009_19_R1_2009_04_WAV.midi,3288,2672,0.145,0.285,0.444,135.14,slow,False,
2008/MIDI-Unprocessed_07_R1_2008_01-04_ORIG_MID--AUDIO_07_R1_2008_wav--4.midi,3163,2536,0.155,0.275,0.395,151.9,moderate,False,
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--6.midi,3209,2623,0.155,0.315,0.445,134.83,slow,False,
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--4.midi,3530,2735,0.145,0.275,0.405,148.15,slow,False,
2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_04_Track04_wav.midi,2265,1698,0.155,0.325,0.515,116.5,slow,False,
2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_03_Track03_wav.midi,2306,1621,0.135,0.255,0.455,131.87,slow,False,
2009/MIDI-Unprocessed_11_R1_2009_06-09_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_08_WAV.midi,2626,2025,0.145,0.255,0.441,136.05,slow,False,
2018/MIDI-Unprocessed_Recital13-15_MID--AUDIO_15_R1_2018_wav--1.midi,2374,1913,0.155,0.285,0.495,121.21,slow,False,
2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--3.midi,1243,1088,0.245,0.395,0.505,118.81,slow,False,
2014/MIDI-UNPROCESSED_14-15_R1_2014_MID--AUDIO_15_R1_2014_wav--4.midi,1532,1238,0.175,0.285,0.385,155.84,moderate,False,
2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_01_WAV.midi,1945,1576,0.125,0.135,0.145,413.79,fast,False,
2008/MIDI-Unprocessed_02_R3_2008_01-03_ORIG_MID--AUDIO_02_R3_2008_wav--3.midi,5861,4205,0.115,0.245,0.325,184.62,moderate,False,
2006/MIDI-Unprocessed_08_R1_2006_01-04_ORIG_MID--AUDIO_08_R1_2006_Disk1_01_Track01_wav.midi,3619,2758,0.115,0.245,0.315,190.48,moderate,False,
2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--4.midi,1766,1136,0.115,0.175,0.245,244.9,fast,False,
2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--2.midi,3717,2641,0.145,0.355,0.635,94.49,slow,False,
2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--3.midi,944,787,0.135,0.225,0.405,148.15,slow,False,
2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--3.midi,902,706,0.145,0.255,0.465,129.03,slow,False,
2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--4.midi,506,443,0.295,0.815,0.885,67.8,slow,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--3.midi,2271,1848,0.215,0.315,0.385,155.84,moderate,False,
2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_03_Track03_wav.midi,5018,3395,0.135,0.265,0.545,110.09,slow,False,
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--4.midi,4701,3684,0.145,0.245,0.395,151.9,moderate,False,
2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_02_WAV.midi,1386,1081,0.145,0.255,0.405,148.15,slow,False,
2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_04_WAV.midi,740,604,0.255,0.325,0.462,129.87,slow,False,
2009/MIDI-Unprocessed_11_R1_2009_01-05_ORIG_MID--AUDIO_11_R1_2009_11_R1_2009_03_WAV.midi,1050,493,0.095,0.115,0.145,413.79,fast,False,
2008/MIDI-Unprocessed_11_R2_2008_01-05_ORIG_MID--AUDIO_11_R2_2008_wav--2.midi,884,453,0.095,0.125,0.145,413.79,fast,False,
2004/MIDI-Unprocessed_SMF_17_R1_2004_03-06_ORIG_MID--AUDIO_20_R2_2004_12_Track12_wav--1.midi,1316,830,0.095,0.125,0.145,413.79,fast,False,
2006/MIDI-Unprocessed_18_R1_2006_01-05_ORIG_MID--AUDIO_18_R1_2006_02_Track02_wav.midi,1787,995,0.115,0.195,0.315,190.48,moderate,False,
2006/MIDI-Unprocessed_14_R1_2006_01-05_ORIG_MID--AUDIO_14_R1_2006_03_Track03_wav.midi,4468,3410,0.115,0.185,0.285,210.53,moderate,False,
2004/MIDI-Unprocessed_XP_08_R1_2004_03_ORIG_MID--AUDIO_08_R1_2004_03_Track03_wav.midi,3270,2428,0.145,0.305,0.495,121.21,slow,False,
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--4.midi,3826,2992,0.135,0.355,0.585,102.56,slow,False,
2006/MIDI-Unprocessed_24_R1_2006_01-05_ORIG_MID--AUDIO_24_R1_2006_02_Track02_wav.midi,3422,2461,0.135,0.235,0.425,141.18,slow,False,
2009/MIDI-Unprocessed_15_R1_2009_03-06_ORIG_MID--AUDIO_15_R1_2009_15_R1_2009_03_WAV.midi,3749,2718,0.135,0.345,0.665,90.23,slow,False,
2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--4.midi,1232,966,0.145,0.345,0.525,114.29,slow,False,
2018/MIDI-Unprocessed_Recital20_MID--AUDIO_20_R1_2018_wav--3.midi,3431,2646,0.165,0.295,0.525,114.29,slow,False,
2008/MIDI-Unprocessed_06_R2_2008_01-05_ORIG_MID--AUDIO_06_R2_2008_wav--5.midi,1604,1132,0.125,0.195,0.305,196.72,moderate,False,
2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_05_Track05_wav.midi,2059,1307,0.105,0.135,0.155,387.1,fast,False,
2011/MIDI-Unprocessed_15_R1_2011_MID--AUDIO_R1-D6_10_Track10_wav.midi,2751,2017,0.115,0.165,0.225,266.67,fast,False,
2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--6.midi,2740,2114,0.125,0.185,0.265,226.42,fast,False,
2013/ORIG-MIDI_02_7_7_13_Group__MID--AUDIO_15_R1_2013_wav--4.midi,2625,1788,0.115,0.155,0.225,266.67,fast,False,
2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_12_R3_2013_wav--3.midi,2841,2014,0.115,0.185,0.245,244.9,fast,False,
2017/MIDI-Unprocessed_071_PIANO071_MID--AUDIO-split_07-08-17_Piano-e_1-04_wav--4.midi,2725,2040,0.125,0.175,0.235,255.32,fast,False,
2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_02_R1_2018_wav--4.midi,2791,2010,0.115,0.185,0.245,244.9,fast,False,
2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--2.midi,942,741,0.125,0.235,0.445,134.83,slow,False,
2008/MIDI-Unprocessed_05_R1_2008_01-04_ORIG_MID--AUDIO_05_R1_2008_wav--3.midi,1589,1436,0.205,0.285,0.425,141.18,slow,False,
2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_12_R2_2015_wav--3.midi,4444,3476,0.105,0.155,0.335,179.1,moderate,False,
2008/MIDI-Unprocessed_04_R2_2008_01-04_ORIG_MID--AUDIO_04_R2_2008_wav--1.midi,2102,1419,0.115,0.169,0.265,226.42,fast,False,
2018/MIDI-Unprocessed_Recital16_MID--AUDIO_16_R1_2018_wav--3.midi,220,206,0.825,1.545,1.76,34.09,slow,False,
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--3.midi,466,405,0.395,0.855,1.221,49.14,slow,False,
2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_07_R1_2014_wav--5.midi,1810,1166,0.125,0.175,0.275,218.18,fast,False,
2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_08_Track08_wav.midi,787,700,0.265,0.605,0.995,60.3,slow,False,
2004/MIDI-Unprocessed_SMF_12_01_2004_01-05_ORIG_MID--AUDIO_12_R1_2004_09_Track09_wav.midi,1793,1164,0.115,0.185,0.295,203.39,moderate,False,
2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--2.midi,563,439,0.335,0.515,0.715,83.92,slow,False,
2014/MIDI-UNPROCESSED_06-08_R1_2014_MID--AUDIO_08_R1_2014_wav--2.midi,9446,6861,0.145,0.365,0.685,87.59,slow,False,
2015/MIDI-Unprocessed_R1_D1-1-8_mid--AUDIO-from_mp3_02_R1_2015_wav--4.midi,1143,727,0.125,0.225,0.375,160.0,moderate,False,
2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_02_R2_2013_wav--3.midi,496,415,0.335,0.735,1.041,57.64,slow,False,
2006/MIDI-Unprocessed_04_R1_2006_01-04_ORIG_MID--AUDIO_04_R1_2006_02_Track02_wav.midi,5028,3530,0.135,0.295,0.606,99.01,slow,False,
2006/MIDI-Unprocessed_03_R1_2006_01-05_ORIG_MID--AUDIO_03_R1_2006_04_Track04_wav.midi,4300,3976,0.165,0.245,0.355,169.01,moderate,False,
2006/MIDI-Unprocessed_05_R1_2006_01-05_ORIG_MID--AUDIO_05_R1_2006_02_Track02_wav.midi,3162,2782,0.155,0.275,0.444,135.14,slow,False,
2006/MIDI-Unprocessed_22_R1_2006_01-04_ORIG_MID--AUDIO_22_R1_2006_02_Track02_wav.midi,5151,4281,0.155,0.295,0.505,118.81,slow,False,
2018/MIDI-Unprocessed_Recital8_MID--AUDIO_08_R1_2018_wav--2.midi,5108,4364,0.145,0.265,0.435,137.93,slow,False,
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_10_R1_2018_wav--5.midi,4991,4205,0.145,0.255,0.455,131.87,slow,False,
2018/MIDI-Unprocessed_Recital1-3_MID--AUDIO_01_R1_2018_wav--2.midi,2204,1869,0.275,0.425,0.545,110.09,slow,False,
2014/MIDI-UNPROCESSED_16-18_R1_2014_MID--AUDIO_16_R1_2014_wav--3.midi,2170,1929,0.275,0.475,0.545,110.09,slow,False,
2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--3.midi,717,655,0.165,0.195,0.211,284.36,fast,False,
2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--2.midi,423,408,0.145,0.165,0.195,307.69,fast,False,
2008/MIDI-Unprocessed_09_R3_2008_01-07_ORIG_MID--AUDIO_09_R3_2008_wav--1.midi,829,718,0.275,0.325,0.355,169.01,moderate,False,
2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--2.midi,390,337,0.335,0.403,0.745,80.54,slow,False,
2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_04_WAV.midi,1120,1067,0.265,0.285,0.315,190.48,moderate,False,
2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_01_WAV.midi,754,733,0.115,0.135,0.145,413.79,fast,False,
2018/MIDI-Unprocessed_Recital5-7_MID--AUDIO_07_R1_2018_wav--3.midi,751,633,0.405,0.495,0.573,104.71,slow,False,
2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--1.midi,886,854,0.355,0.415,0.455,131.87,slow,False,
2009/MIDI-Unprocessed_09_R1_2009_01-04_ORIG_MID--AUDIO_09_R1_2009_09_R1_2009_02_WAV.midi,434,419,0.385,0.405,0.425,141.18,slow,False,
2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--1.midi,1377,940,0.175,0.245,0.435,137.93,slow,False,
2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_03_WAV.midi,826,742,0.165,0.175,0.185,324.32,fast,False,
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--2.midi,690,639,0.135,0.445,0.515,116.5,slow,False,
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_10_R1_2014_wav--1.midi,526,456,0.165,0.185,0.195,307.69,fast,False,
2014/MIDI-UNPROCESSED_01-03_R1_2014_MID--AUDIO_01_R1_2014_wav--1.midi,959,737,0.145,0.175,0.205,292.68,fast,False,
2009/MIDI-Unprocessed_01_R1_2009_01-04_ORIG_MID--AUDIO_01_R1_2009_01_R1_2009_02_WAV.midi,1006,792,0.125,0.205,0.215,279.07,fast,False,
2014/MIDI-UNPROCESSED_19-21_R3_2014_MID--AUDIO_21_R3_2014_wav--2.midi,1454,1071,0.125,0.205,0.325,184.62,moderate,False,
2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_13_R1_2014_wav--2.midi,770,711,0.245,0.265,0.285,210.53,moderate,False,
2009/MIDI-Unprocessed_02_R1_2009_01-02_ORIG_MID--AUDIO_02_R1_2009_02_R1_2009_01_WAV.midi,4565,4102,0.105,0.245,0.335,179.1,moderate,False,
2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--2.midi,919,772,0.185,0.205,0.215,279.07,fast,False,
2018/MIDI-Unprocessed_Recital17-19_MID--AUDIO_18_R1_2018_wav--3.midi,913,776,0.185,0.205,0.225,266.67,fast,False,
2014/MIDI-UNPROCESSED_04-05_R1_2014_MID--AUDIO_04_R1_2014_wav--1.midi,1038,907,0.135,0.145,0.165,363.64,fast,False,
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--6.midi,1858,1440,0.095,0.105,0.115,521.74,fast,False,
2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--2.midi,1866,1521,0.095,0.115,0.125,480.0,fast,False,
2018/MIDI-Unprocessed_Recital9-11_MID--AUDIO_09_R1_2018_wav--5.midi,777,727,0.225,0.305,0.429,139.86,slow,False,
2014/MIDI-UNPROCESSED_11-13_R1_2014_MID--AUDIO_11_R1_2014_wav--1.midi,1071,859,0.265,0.295,0.315,190.48,moderate,False,
2008/MIDI-Unprocessed_10_R2_2008_01-05_ORIG_MID--AUDIO_10_R2_2008_wav--1.midi,541,429,0.235,0.255,0.265,226.42,fast,False,
2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--1.midi,848,761,0.325,0.385,0.415,144.58,slow,False,
2009/MIDI-Unprocessed_14_R1_2009_01-05_ORIG_MID--AUDIO_14_R1_2009_14_R1_2009_05_WAV.midi,1112,659,0.115,0.185,0.365,164.38,moderate,False,
2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--2.midi,855,792,0.105,0.115,0.125,480.0,fast,False,
2004/MIDI-Unprocessed_XP_04_R1_2004_03-05_ORIG_MID--AUDIO_04_R1_2004_06_Track06_wav.midi,1308,1180,0.115,0.225,0.245,244.9,fast,False,
2006/MIDI-Unprocessed_01_R1_2006_01-09_ORIG_MID--AUDIO_01_R1_2006_02_Track02_wav.midi,2847,2642,0.115,0.125,0.175,342.86,fast,False,
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--1.midi,319,294,0.265,0.395,0.589,101.87,slow,False,
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--3.midi,925,778,0.155,0.285,0.345,173.91,moderate,False,
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_21_R1_2014_wav--2.midi,250,228,0.215,0.425,0.508,118.11,slow,False,
2008/MIDI-Unprocessed_02_R1_2008_01-05_ORIG_MID--AUDIO_02_R1_2008_wav--3.midi,911,432,0.095,0.105,0.115,521.74,fast,False,
2017/MIDI-Unprocessed_059_PIANO059_MID--AUDIO-split_07-07-17_Piano-e_2-03_wav--4.midi,4512,3709,0.105,0.195,0.265,226.42,fast,False,
2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_06_R1_2013_wav--4.midi,2256,1743,0.165,0.235,0.323,185.76,moderate,False,
2011/MIDI-Unprocessed_16_R1_2011_MID--AUDIO_R1-D6_15_Track15_wav.midi,2247,1649,0.155,0.225,0.345,173.91,moderate,False,
2017/MIDI-Unprocessed_070_PIANO070_MID--AUDIO-split_07-08-17_Piano-e_1-02_wav--3.midi,3626,3118,0.135,0.285,0.375,160.0,moderate,False,
2017/MIDI-Unprocessed_072_PIANO072_MID--AUDIO-split_07-08-17_Piano-e_1-06_wav--1.midi,3575,3134,0.125,0.245,0.345,173.91,moderate,False,
2017/MIDI-Unprocessed_074_PIANO074_MID--AUDIO-split_07-08-17_Piano-e_2-04_wav--1.midi,3650,3250,0.125,0.265,0.385,155.84,moderate,False,
2017/MIDI-Unprocessed_081_PIANO081_MID--AUDIO-split_07-09-17_Piano-e_2_-02_wav--1.midi,3674,2935,0.125,0.235,0.325,184.62,moderate,False,
2017/MIDI-Unprocessed_083_PIANO083_MID--AUDIO-split_07-09-17_Piano-e_2_-06_wav--4.midi,3614,3023,0.115,0.245,0.335,179.1,moderate,False,
2008/MIDI-Unprocessed_08_R3_2008_01-05_ORIG_MID--AUDIO_08_R3_2008_wav--3.midi,3627,2965,0.125,0.255,0.335,179.1,moderate,False,
2008/MIDI-Unprocessed_10_R3_2008_01-05_ORIG_MID--AUDIO_10_R3_2008_wav--1.midi,3497,2881,0.135,0.255,0.355,169.01,moderate,False,
2008/MIDI-Unprocessed_11_R3_2008_01-04_ORIG_MID--AUDIO_11_R3_2008_wav--2.midi,3830,3169,0.135,0.235,0.335,179.1,moderate,False,
2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_03_R2_2015_wav--2.midi,3638,3144,0.125,0.235,0.375,160.0,moderate,False,
2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_07_R2_2015_wav--2.midi,3577,3038,0.125,0.275,0.375,160.0,moderate,False,
2013/ORIG-MIDI_01_7_10_13_Group_MID--AUDIO_02_R3_2013_wav--1.midi,3573,2780,0.125,0.255,0.345,173.91,moderate,False,
2013/ORIG-MIDI_02_7_10_13_Group_MID--AUDIO_11_R3_2013_wav--1.midi,3756,2935,0.135,0.275,0.365,164.38,moderate,False,
2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_15_R3_2013_wav--1.midi,3488,2799,0.125,0.265,0.335,179.1,moderate,False,
2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_17_R3_2013_wav--2.midi,3661,2995,0.125,0.255,0.345,173.91,moderate,False,
2013/ORIG-MIDI_03_7_10_13_Group_MID--AUDIO_18_R3_2013_wav--3.midi,3756,3130,0.135,0.285,0.405,148.15,slow,False,
2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_04_Track04_wav.midi,3618,3077,0.125,0.255,0.345,173.91,moderate,False,
2011/MIDI-Unprocessed_04_R3_2011_MID--AUDIO_R3-D2_04_Track04_wav.midi,3624,2980,0.125,0.225,0.335,179.1,moderate,False,
2011/MIDI-Unprocessed_06_R3_2011_MID--AUDIO_R3-D3_02_Track02_wav.midi,3569,3033,0.115,0.275,0.355,169.01,moderate,False,
2011/MIDI-Unprocessed_23_R3_2011_MID--AUDIO_R3-D8_05_Track05_wav.midi,3804,3159,0.125,0.245,0.365,164.38,moderate,False,
2011/MIDI-Unprocessed_16_R3_2011_MID--AUDIO_R3-D5_02_Track02_wav.midi,3635,3041,0.115,0.275,0.405,148.15,slow,False,
2008/MIDI-Unprocessed_07_R3_2008_01-05_ORIG_MID--AUDIO_07_R3_2008_wav--2.midi,3583,3169,0.125,0.265,0.365,164.38,moderate,False,
2015/MIDI-Unprocessed_R2_D1-2-3-6-7-8-11_mid--AUDIO-from_mp3_06_R2_2015_wav--2.midi,3573,2995,0.135,0.235,0.335,179.1,moderate,False,
2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_13_R2_2015_wav--1.midi,3632,3026,0.115,0.245,0.375,160.0,moderate,False,
2015/MIDI-Unprocessed_R2_D2-12-13-15_mid--AUDIO-from_mp3_15_R2_2015_wav--2.midi,3688,3070,0.125,0.255,0.395,151.9,moderate,False,
2006/MIDI-Unprocessed_12_R1_2006_01-08_ORIG_MID--AUDIO_12_R1_2006_06_Track06_wav.midi,2182,1951,0.115,0.135,0.205,292.68,fast,False,
2011/MIDI-Unprocessed_03_R3_2011_MID--AUDIO_R3-D1_05_Track05_wav.midi,2132,1901,0.105,0.135,0.205,292.68,fast,False,
2008/MIDI-Unprocessed_08_R2_2008_01-04_ORIG_MID--AUDIO_08_R2_2008_wav--4.midi,2160,1998,0.115,0.125,0.175,342.86,fast,False,
2008/MIDI-Unprocessed_09_R1_2008_01-05_ORIG_MID--AUDIO_09_R1_2008_wav--3.midi,2285,1704,0.125,0.155,0.175,342.86,fast,False,
2008/MIDI-Unprocessed_10_R1_2008_01-04_ORIG_MID--AUDIO_10_R1_2008_wav--4.midi,2213,1668,0.125,0.155,0.165,363.64,fast,False,
2008/MIDI-Unprocessed_18_R1_2008_01-04_ORIG_MID--AUDIO_18_R1_2008_wav--4.midi,2289,1602,0.125,0.155,0.175,342.86,fast,False,
2011/MIDI-Unprocessed_17_R2_2011_MID--AUDIO_R2-D5_03_Track03_wav.midi,3439,2099,0.105,0.165,0.207,289.86,fast,False,
2014/MIDI-UNPROCESSED_09-10_R1_2014_MID--AUDIO_09_R1_2014_wav--2.midi,5451,4321,0.135,0.225,0.335,179.1,moderate,False,
2014/MIDI-UNPROCESSED_04-08-12_R3_2014_MID--AUDIO_04_R3_2014_wav--1.midi,5423,4194,0.135,0.225,0.335,179.1,moderate,False,
2013/ORIG-MIDI_02_7_6_13_Group__MID--AUDIO_08_R1_2013_wav--4.midi,1565,1404,0.125,0.155,0.185,324.32,fast,False,
2013/ORIG-MIDI_01_7_8_13_Group__MID--AUDIO_04_R2_2013_wav--3.midi,3987,3245,0.125,0.255,0.385,155.84,moderate,False,
2013/ORIG-MIDI_03_7_8_13_Group__MID--AUDIO_15_R2_2013_wav--2.midi,3933,2864,0.135,0.275,0.415,144.58,slow,False,
2014/MIDI-UNPROCESSED_21-22_R1_2014_MID--AUDIO_22_R1_2014_wav--2.midi,4193,3005,0.135,0.295,0.441,136.05,slow,False,
